2025-02-10 08:24:16.82 | vgervais | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 08:52:06.02 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1152 secondes

2025-02-10 08:52:06.06 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1602 secondes

2025-02-10 08:52:06.11 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 08:52:06.29 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1855 secondes

2025-02-10 08:52:06.33 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 08:52:06.42 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1016 secondes

2025-02-10 08:52:06.47 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1523 secondes

2025-02-10 08:52:06.69 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 0,3691 secondes

2025-02-10 08:52:06.74 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,4199 secondes

2025-02-10 08:52:06.79 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4688 secondes

2025-02-10 08:52:14.35 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9241 | 
2025-02-10 08:52:14.40 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0664 secondes

2025-02-10 08:52:14.52 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 08:52:14.61 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:14.65 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 08:52:14.70 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1138 | 
2025-02-10 08:52:14.74 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0527 secondes

2025-02-10 08:52:14.80 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,1035 secondes

2025-02-10 08:52:14.85 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:14.90 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-10 08:52:14.96 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:15.01 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0586 secondes

2025-02-10 08:52:23.55 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Comptabilité de la gestion et la fiducie + prise de connaissance du mémorendum 
 | 
2025-02-10 08:52:23.60 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0586 secondes

2025-02-10 08:52:24.82 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 2 | 
2025-02-10 08:52:24.91 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,1055 secondes

2025-02-10 08:52:24.97 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 2,00 | 
2025-02-10 08:52:25.03 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0645 secondes

2025-02-10 08:52:27.90 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 08:52:27.96 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 08:52:27.00 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:28.04 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0527 secondes

2025-02-10 08:52:28.09 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 08:52:28.95 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8633 secondes

2025-02-10 08:52:28.99 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 08:52:29.11 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1230 secondes

2025-02-10 08:52:29.15 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-08 | 
2025-02-10 08:52:29.31 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1621 secondes

2025-02-10 08:52:29.36 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 
2025-02-10 08:52:29.42 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 08:52:29.48 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 08:52:29.52 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 08:52:29.66 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1426 secondes

2025-02-10 08:52:29.71 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 08:52:29.83 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1328 secondes

2025-02-10 08:52:29.88 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1797 secondes

2025-02-10 08:52:29.92 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 08:52:30.07 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1543 secondes

2025-02-10 08:52:30.12 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 08:52:30.20 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0840 secondes

2025-02-10 08:52:30.24 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1289 secondes

2025-02-10 08:52:30.46 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 0,3457 secondes

2025-02-10 08:52:30.51 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,3945 secondes

2025-02-10 08:52:30.55 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4395 secondes

2025-02-10 08:52:36.92 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:36.97 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0566 secondes

2025-02-10 08:52:41.77 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:41.84 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0781 secondes

2025-02-10 08:52:44.96 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Dossier avec Guillaume
 | 
2025-02-10 08:52:45.01 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0586 secondes

2025-02-10 08:52:46.05 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-10 08:52:46.12 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0742 secondes

2025-02-10 08:52:46.18 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-10 08:52:46.22 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0527 secondes

2025-02-10 08:52:47.46 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 08:52:47.51 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 08:52:47.56 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9241-7344 Québec Inc. [Carl Paquin] | 
2025-02-10 08:52:47.61 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 08:52:47.65 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 08:52:48.55 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,9062 secondes

2025-02-10 08:52:48.60 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 08:52:48.72 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1250 secondes

2025-02-10 08:52:48.77 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-08 | 
2025-02-10 08:52:48.93 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1660 secondes

2025-02-10 08:52:48.97 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 
2025-02-10 08:52:49.02 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 08:52:49.06 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 08:52:49.11 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 08:52:49.26 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1562 secondes

2025-02-10 08:52:49.31 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 08:52:49.43 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1328 secondes

2025-02-10 08:52:49.48 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1758 secondes

2025-02-10 08:52:49.52 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 08:52:49.68 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1582 secondes

2025-02-10 08:52:49.73 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 08:52:49.81 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0938 secondes

2025-02-10 08:52:49.87 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1465 secondes

2025-02-10 08:52:50.08 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 0,3652 secondes

2025-02-10 08:52:50.13 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,4102 secondes

2025-02-10 08:52:50.17 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4531 secondes

2025-02-10 08:52:58.03 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Louis | 
2025-02-10 08:52:58.10 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0742 secondes

2025-02-10 08:52:58.19 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 08:52:58.32 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Louis Freyd | 
2025-02-10 08:52:58.36 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 08:52:58.40 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 421 | 
2025-02-10 08:52:58.45 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0566 secondes

2025-02-10 08:52:58.50 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,1035 secondes

2025-02-10 08:52:58.55 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Louis Freyd | 
2025-02-10 08:52:58.59 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0527 secondes

2025-02-10 08:52:58.64 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Louis Freyd | 
2025-02-10 08:52:58.69 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0527 secondes

2025-02-10 08:53:05.84 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Correction du dossier avec Guillaume
 | 
2025-02-10 08:53:05.90 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0703 secondes

2025-02-10 08:53:07.35 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-10 08:53:07.42 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0742 secondes

2025-02-10 08:53:07.48 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,25 | 
2025-02-10 08:53:07.52 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0527 secondes

2025-02-10 08:53:08.61 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 08:53:08.66 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 08:53:08.70 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Louis Freyd | 
2025-02-10 08:53:08.75 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 08:53:08.79 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 08:53:09.62 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8301 secondes

2025-02-10 08:53:09.66 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 08:53:09.78 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1270 secondes

2025-02-10 08:53:09.84 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-08 | 
2025-02-10 08:53:09.99 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1582 secondes

2025-02-10 08:53:10.04 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 
2025-02-10 08:53:10.11 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 08:53:10.15 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 08:53:10.20 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 08:53:10.34 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1426 secondes

2025-02-10 08:53:10.38 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 08:53:10.53 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1484 secondes

2025-02-10 08:53:10.57 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1914 secondes

2025-02-10 08:53:10.62 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 08:53:10.79 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1836 secondes

2025-02-10 08:53:10.84 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 08:53:10.92 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0879 secondes

2025-02-10 08:53:10.97 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1348 secondes

2025-02-10 08:53:11.18 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 0,3516 secondes

2025-02-10 08:53:11.25 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,4141 secondes

2025-02-10 08:53:11.29 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4590 secondes

2025-02-10 08:53:49.43 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-10 08:53:49.49 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0664 secondes

2025-02-10 08:53:55.36 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-10 08:53:55.41 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0605 secondes

2025-02-10 08:53:58.60 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Correction du dossier avec Guillaume
 | 
2025-02-10 08:53:58.65 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0566 secondes

2025-02-10 08:54:00.13 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-10 08:54:00.19 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0645 secondes

2025-02-10 08:54:00.24 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,25 | 
2025-02-10 08:54:00.28 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0488 secondes

2025-02-10 08:54:03.61 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 08:54:03.65 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 08:54:03.70 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Industries Canplex Ltée [Marco Stocchero] | 
2025-02-10 08:54:03.74 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-10 08:54:03.79 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 08:54:04.68 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8887 secondes

2025-02-10 08:54:04.72 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 08:54:04.84 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1250 secondes

2025-02-10 08:54:04.88 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-08 | 
2025-02-10 08:54:05.05 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1738 secondes

2025-02-10 08:54:05.09 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 
2025-02-10 08:54:05.15 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 08:54:05.20 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 08:54:05.24 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 08:54:05.38 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-10 08:54:05.43 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 08:54:05.55 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1289 secondes

2025-02-10 08:54:05.60 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1758 secondes

2025-02-10 08:54:05.64 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 08:54:05.78 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1465 secondes

2025-02-10 08:54:05.83 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 08:54:05.91 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0898 secondes

2025-02-10 08:54:05.96 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1367 secondes

2025-02-10 08:54:06.18 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 0,3574 secondes

2025-02-10 08:54:06.22 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,4023 secondes

2025-02-10 08:54:06.27 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4473 secondes

2025-02-10 08:54:14.86 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Hec | 
2025-02-10 08:54:14.92 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0684 secondes

2025-02-10 08:54:15.01 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 08:54:15.09 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Gestions Movendo Inc. [Dominique Bouvrette] Hector Solutions D'Affaires | 
2025-02-10 08:54:15.14 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0527 secondes

2025-02-10 08:54:15.19 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1662 | 
2025-02-10 08:54:15.23 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-10 08:54:15.29 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,1074 secondes

2025-02-10 08:54:15.35 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Gestions Movendo Inc. [Dominique Bouvrette] Hector Solutions D'Affaires | 
2025-02-10 08:54:15.40 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0645 secondes

2025-02-10 08:54:15.46 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Gestions Movendo Inc. [Dominique Bouvrette] | 
2025-02-10 08:54:15.51 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0547 secondes

2025-02-10 08:54:23.01 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Correction des JVM avec Guillaume
 | 
2025-02-10 08:54:23.06 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0566 secondes

2025-02-10 08:54:24.17 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-10 08:54:24.22 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0566 secondes

2025-02-10 08:54:24.27 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-10 08:54:24.31 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-10 08:54:28.26 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 08:54:28.32 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 08:54:28.37 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Gestions Movendo Inc. [Dominique Bouvrette] | 
2025-02-10 08:54:28.42 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-10 08:54:28.47 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 08:54:29.30 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8418 secondes

2025-02-10 08:54:29.35 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 08:54:29.48 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1328 secondes

2025-02-10 08:54:29.52 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-08 | 
2025-02-10 08:54:29.69 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1680 secondes

2025-02-10 08:54:29.73 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-08 | 
2025-02-10 08:54:29.79 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
