2025-02-13 22:48:25.98 | vgervais | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-14 05:11:29.08 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:CreateUserActiveFile |  | 0,0547 secondes

2025-02-14 05:11:29.11 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-14 05:11:29.13 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:SetupUserDateFormat |  | 0,0312 secondes

2025-02-14 05:11:29.15 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:BackupMasterFile |  | 
2025-02-14 05:11:29.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:BackupMasterFile |  | 0,7383 secondes

2025-02-14 05:11:29.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-14 05:11:29.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0547 secondes

2025-02-14 05:11:29.99 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-14 05:11:30.02 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0352 secondes

2025-02-14 05:11:30.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modAppli:CodeEssentielDepart |  | 1,0723 secondes

2025-02-14 05:11:30.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 
2025-02-14 05:11:30.31 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:menuTEC_Click |  | 0,0625 secondes

2025-02-14 05:11:30.00 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-14 05:11:31.06 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0742 secondes

2025-02-14 05:11:31.10 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-14 05:11:31.12 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 
2025-02-14 05:11:31.62 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 
2025-02-14 05:11:31.64 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 0,0254 secondes

2025-02-14 05:11:31.67 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 
2025-02-14 05:11:31.69 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 0,0215 secondes

2025-02-14 05:11:31.76 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 0,6426 secondes

2025-02-14 05:11:31.78 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 
2025-02-14 05:11:32.57 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 0,7930 secondes

2025-02-14 05:11:32.60 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 1,5098 secondes

2025-02-14 05:11:34.44 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-14 05:11:34.46 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0352 secondes

2025-02-14 05:11:34.82 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-14 05:11:34.84 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date | 14/02/25, 600, 15 | 
2025-02-14 05:11:34.86 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date |  | 0,0215 secondes

2025-02-14 05:11:34.88 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-14 05:11:34.90 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-14 05:11:34.92 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/14/02/25 | 
2025-02-14 05:11:35.02 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0996 secondes

2025-02-14 05:11:35.04 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 
2025-02-14 05:11:35.07 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 05:11:35.09 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 05:11:35.11 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 05:11:35.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-14 05:11:35.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 05:11:35.39 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1133 secondes

2025-02-14 05:11:35.41 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3262 secondes

2025-02-14 05:11:35.44 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 05:11:35.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1680 secondes

2025-02-14 05:11:35.62 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 05:11:35.68 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0645 secondes

2025-02-14 05:11:35.70 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6328 secondes

2025-02-14 05:11:35.75 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 0,7207 secondes

2025-02-14 05:11:35.77 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,8770 secondes

2025-02-14 05:11:41.74 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Millénium Micro Inc. [Carl Paquin] Millenium | 
2025-02-14 05:11:41.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0312 secondes

2025-02-14 05:11:41.94 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Groupe Millénium Micro Inc. [Carl Paquin] | 
2025-02-14 05:11:41.96 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-14 05:12:02.93 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel au sujet de révision de vente de E-Staff | 
2025-02-14 05:12:02.96 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0293 secondes

2025-02-14 05:12:04.38 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.5 | 
2025-02-14 05:12:04.41 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0293 secondes

2025-02-14 05:12:04.43 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-14 05:12:04.45 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-14 05:12:07.66 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.75 | 
2025-02-14 05:12:07.69 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0293 secondes

2025-02-14 05:12:07.71 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-14 05:12:07.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0410 secondes

2025-02-14 05:12:08.91 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-14 05:12:08.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-14 05:12:08.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Millénium Micro Inc. [Carl Paquin] | 
2025-02-14 05:12:08.98 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-14 05:12:09.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-14 05:12:09.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,9414 secondes

2025-02-14 05:12:09.97 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-14 05:12:10.06 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0938 secondes

2025-02-14 05:12:10.09 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-14 | 
2025-02-14 05:12:10.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1016 secondes

2025-02-14 05:12:10.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 
2025-02-14 05:12:10.24 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 05:12:10.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 05:12:10.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 05:12:10.42 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1426 secondes

2025-02-14 05:12:10.45 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 05:12:10.55 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1074 secondes

2025-02-14 05:12:10.58 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3164 secondes

2025-02-14 05:12:10.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 05:12:10.76 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1621 secondes

2025-02-14 05:12:10.78 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 05:12:10.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0566 secondes

2025-02-14 05:12:10.85 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6172 secondes

2025-02-14 05:12:10.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 0,7090 secondes

2025-02-14 05:12:10.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0000 secondes

2025-02-14 05:12:10.95 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0488 secondes

2025-02-14 08:14:13.09 | vgervais | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-14 08:14:13.14 | vgervais | APP_v5.P.3.xlsb | Validation d'accès serveur terminée |  | 0,0039 secondes

2025-02-14 08:14:13.17 | vgervais | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-14 08:14:13.24 | vgervais | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 0,0703 secondes

2025-02-14 08:14:13.28 | vgervais | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-14 08:14:13.32 | vgervais | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 0,0430 secondes

2025-02-14 08:14:13.35 | vgervais | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 
2025-02-14 08:14:13.65 | vgervais | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 0,3027 secondes

2025-02-14 08:14:13.69 | vgervais | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-14 08:14:13.75 | vgervais | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0625 secondes

2025-02-14 08:14:13.79 | vgervais | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-14 08:14:13.82 | vgervais | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0410 secondes

2025-02-14 08:14:13.86 | vgervais | APP_v5.P.3.xlsb | modAppli:CodeEssentielDepart |  | 0,7773 secondes

2025-02-14 08:14:17.63 | vgervais | APP_v5.P.3.xlsb | modMenu:menuTEC_Click |  | 
2025-02-14 08:14:17.69 | vgervais | APP_v5.P.3.xlsb | modMenu:menuTEC_Click |  | 0,0684 secondes

2025-02-14 08:14:18.59 | vgervais | APP_v5.P.3.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-14 08:14:18.66 | vgervais | APP_v5.P.3.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0723 secondes

2025-02-14 08:14:18.72 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-14 08:14:18.75 | vgervais | APP_v5.P.3.xlsb | modImport:Client_List_Import_All |  | 
2025-02-14 08:14:19.06 | vgervais | APP_v5.P.3.xlsb | modImport:ResizeTable |  | 
2025-02-14 08:14:19.10 | vgervais | APP_v5.P.3.xlsb | modImport:ResizeTable |  | 0,0391 secondes

2025-02-14 08:14:19.13 | vgervais | APP_v5.P.3.xlsb | modImport:ApplyFormatting |  | 
2025-02-14 08:14:19.17 | vgervais | APP_v5.P.3.xlsb | modImport:ApplyFormatting |  | 0,0410 secondes

2025-02-14 08:14:19.25 | vgervais | APP_v5.P.3.xlsb | modImport:Client_List_Import_All |  | 0,4980 secondes

2025-02-14 08:14:19.28 | vgervais | APP_v5.P.3.xlsb | modImport:TEC_Import_All |  | 
2025-02-14 08:14:19.70 | vgervais | APP_v5.P.3.xlsb | modImport:TEC_Import_All |  | 0,4238 secondes

2025-02-14 08:14:19.74 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 1,0332 secondes

2025-02-14 08:14:28.21 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-14 08:14:28.26 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0527 secondes

2025-02-14 08:14:28.82 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-14 08:14:28.85 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 14-02-2025, 600, 15 | 
2025-02-14 08:14:28.89 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0391 secondes

2025-02-14 08:14:28.92 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,1094 secondes

2025-02-14 08:14:28.96 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-14 08:14:28.99 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/14-02-2025 | 
2025-02-14 08:14:29.06 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0762 secondes

2025-02-14 08:14:29.10 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/14-02-2025 | 
2025-02-14 08:14:29.14 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 08:14:29.18 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 08:14:29.21 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 08:14:29.32 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1191 secondes

2025-02-14 08:14:29.37 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 08:14:29.45 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0898 secondes

2025-02-14 08:14:29.49 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3125 secondes

2025-02-14 08:14:29.52 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 08:14:29.61 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,0938 secondes

2025-02-14 08:14:29.64 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 08:14:29.73 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0938 secondes

2025-02-14 08:14:29.77 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6367 secondes

2025-02-14 08:14:29.83 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/14-02-2025 | 0,7422 secondes

2025-02-14 08:14:29.88 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9316 secondes

2025-02-14 08:15:05.58 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | autre | 
2025-02-14 08:15:05.63 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0527 secondes

2025-02-14 08:15:05.79 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-14 08:15:05.85 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-14 08:15:05.88 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-14 08:15:05.92 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | 5 | 
2025-02-14 08:15:05.96 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-14 08:15:05.99 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2129 secondes

2025-02-14 08:15:06.03 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-14 08:15:06.07 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-14 08:15:06.10 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-14 08:15:06.14 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0391 secondes

2025-02-14 08:15:40.59 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Suivis de dossiers/planning/regarder sommairementr test d'Olivier | 
2025-02-14 08:15:40.64 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0508 secondes

2025-02-14 08:15:43.93 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .8 | 
2025-02-14 08:15:43.98 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0566 secondes

2025-02-14 08:15:44.02 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 0,80 | 
2025-02-14 08:15:44.05 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0391 secondes

2025-02-14 08:15:45.41 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-14 08:15:45.45 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0410 secondes

2025-02-14 08:15:46.66 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-14 08:15:46.70 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-14 08:15:46.73 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-14 08:15:46.77 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0410 secondes

2025-02-14 08:15:46.80 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-14 08:15:47.43 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6270 secondes

2025-02-14 08:15:47.47 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-14 08:15:47.53 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0625 secondes

2025-02-14 08:15:47.56 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-14 | 
2025-02-14 08:15:47.63 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0762 secondes

2025-02-14 08:15:47.67 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-14 | 
2025-02-14 08:15:47.71 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 08:15:47.77 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 08:15:47.81 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 08:15:47.94 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1328 secondes

2025-02-14 08:15:47.99 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 08:15:48.07 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0918 secondes

2025-02-14 08:15:48.11 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3516 secondes

2025-02-14 08:15:48.15 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 08:15:48.24 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,0938 secondes

2025-02-14 08:15:48.29 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 08:15:48.34 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0566 secondes

2025-02-14 08:15:48.37 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6641 secondes

2025-02-14 08:15:48.44 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-14 | 0,7695 secondes

2025-02-14 08:15:48.48 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 1,7871 secondes

2025-02-14 08:15:48.51 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdAdd_Click |  | 1,8594 secondes

2025-02-14 08:18:33.29 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 0 | 
2025-02-14 08:18:33.34 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-14 08:18:33.39 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4121 | -1 | 
2025-02-14 08:18:33.43 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0898 secondes

2025-02-14 08:18:33.49 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4122] |  | 0,2051 secondes

2025-02-14 08:18:34.77 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-14 08:18:34.81 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0410 secondes

2025-02-14 08:18:37.52 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,7 | 
2025-02-14 08:18:37.56 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-14 08:18:37.60 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 0,70 | 
